S.No,Text,x0,y0,x1,y1,Page_No,height,width 
2131,52,198,401,213,415,6,14,14
2132,53,198,387,213,402,6,14,14
2133,54,198,374,213,388,6,14,14
2134,55,198,361,213,375,6,14,14
2135,56,198,348,213,362,6,14,14
2136,57,198,335,213,349,6,14,14
2137,58,198,322,213,336,6,14,14
2138,59,198,309,213,323,6,14,14
2139,60,198,296,213,310,6,14,14
2140,61,198,283,213,297,6,14,14
2141,62,198,269,213,284,6,14,14
2142,63,198,256,213,270,6,14,14
2143,64,198,243,213,257,6,14,14
2144,65,198,230,213,244,6,14,14
2145,66,198,217,213,231,6,14,14
2146,67,198,204,213,218,6,14,14
2147,68,198,191,213,205,6,14,14
2148,69,198,178,213,192,6,14,14
2149,70,198,165,213,179,6,14,14
2150,71,198,151,213,166,6,14,14
2151,72,198,138,213,152,6,14,14
2152,73,198,125,213,139,6,14,14
2153,74,198,112,213,126,6,14,14
2154,75,198,99,213,113,6,14,14
2155,76,198,86,213,100,6,14,14
2156,77,198,73,213,87,6,14,14
2157,78,198,60,213,74,6,14,14
2158,1.8 - 2.3,220,519,259,533,6,14,38
2159,Normal,248,505,282,520,6,14,34
2160,<51,256,492,274,506,6,14,17
2161,<53,256,479,274,493,6,14,17
2162,<55,256,466,274,480,6,14,17
2163,<56,256,453,274,467,6,14,17
2164,<58,256,440,274,454,6,14,17
2165,<59,256,427,274,441,6,14,17
2166,<61,256,414,274,428,6,14,17
2167,<62,256,401,274,415,6,14,17
2168,<64,256,388,274,402,6,14,17
2169,<67,256,374,274,388,6,14,17
2170,<68,256,361,274,375,6,14,17
2171,<70,256,348,274,362,6,14,17
2172,<71,256,335,274,349,6,14,17
2173,<73,256,322,274,336,6,14,17
2174,<76,256,309,274,323,6,14,17
2175,<77,256,296,274,310,6,14,17
2176,<79,256,283,274,297,6,14,17
2177,<82,256,269,274,284,6,14,17
2178,<83,256,256,274,270,6,14,17
2179,<85,256,243,274,257,6,14,17
2180,<88,256,230,274,244,6,14,17
2181,<89,256,217,274,231,6,14,17
2182,<92,256,204,274,218,6,14,17
2183,<95,256,191,274,205,6,14,17
2184,<97,256,178,274,192,6,14,17
2185,<100,253,165,277,179,6,14,23
2186,<103,253,152,277,166,6,14,23
2187,<104,253,138,277,152,6,14,23
2188,<107,253,125,277,139,6,14,23
2189,<110,253,112,277,126,6,14,23
2190,<113,253,99,277,113,6,14,23
2191,<116,253,86,277,100,6,14,23
2192,<119,253,73,277,87,6,14,23
2193,<122,253,60,277,74,6,14,23
2194,Age,320,505,338,520,6,14,18
2195,<45,320,492,338,506,6,14,17
2196,46,323,479,335,493,6,14,11
2197,47,323,466,335,480,6,14,11
2198,48,323,453,335,467,6,14,11
2199,49,323,440,335,454,6,14,11
2200,50,323,427,335,441,6,14,11
2201,51,323,414,335,428,6,14,11
2202,52,323,401,335,415,6,14,11
2203,53,323,388,335,402,6,14,11
2204,54,323,374,335,388,6,14,11
2205,55,323,361,335,375,6,14,11
2206,56,323,348,335,362,6,14,11
2207,57,323,335,335,349,6,14,11
2208,58,323,322,335,336,6,14,11
2209,59,323,309,335,323,6,14,11
2210,60,323,296,335,310,6,14,11
2211,61,323,283,335,297,6,14,11
2212,62,323,269,335,284,6,14,11
2213,63,323,256,335,270,6,14,11
2214,64,323,243,335,257,6,14,11
2215,65,323,230,335,244,6,14,11
2216,66,323,217,335,231,6,14,11
2217,67,323,204,335,218,6,14,11
2218,68,323,191,335,205,6,14,11
2219,69,323,178,335,192,6,14,11
2220,70,323,165,335,179,6,14,11
2221,71,323,152,335,166,6,14,11
2222,72,323,138,335,152,6,14,11
2223,73,323,125,335,139,6,14,11
2224,74,323,112,335,126,6,14,11
2225,75,323,99,335,113,6,14,11
2226,76,323,86,335,100,6,14,11
2227,77,323,73,335,87,6,14,11
2228,78,323,60,335,74,6,14,11
2229,Normal,369,505,403,520,6,14,34
2230,<140,375,492,398,506,6,14,23
2231,<140,375,479,398,493,6,14,23
2232,<141,375,466,398,480,6,14,23
2233,<144,375,453,398,467,6,14,23
2234,<146,375,440,398,454,6,14,23
2235,<149,375,427,398,441,6,14,23
2236,<150,375,414,398,428,6,14,23
2237,<152,375,401,398,415,6,14,23
2238,<155,375,388,398,402,6,14,23
2239,<157,375,374,398,388,6,14,23
2240,<160,375,361,398,375,6,14,23
2241,<162,375,348,398,362,6,14,23
2242,<166,375,335,398,349,6,14,23
2243,<168,375,322,398,336,6,14,23
2244,<171,375,309,398,323,6,14,23
2245,<173,375,296,398,310,6,14,23
2246,<177,375,283,398,297,6,14,23
2247,<179,375,269,398,284,6,14,23
2248,<183,375,256,398,270,6,14,23
2249,<185,375,243,398,257,6,14,23
2250,<189,375,230,398,244,6,14,23
2251,<193,375,217,398,231,6,14,23
2252,<196,375,204,398,218,6,14,23
2253,<199,375,191,398,205,6,14,23
2254,<202,375,178,398,192,6,14,23
2255,<206,375,165,398,179,6,14,23
2256,<210,375,152,398,166,6,14,23
2257,<214,375,138,398,152,6,14,23
2258,<218,375,125,398,139,6,14,23
2259,<222,375,112,398,126,6,14,23
2260,<227,375,99,398,113,6,14,23
2261,<230,375,86,398,100,6,14,23
2262,<235,375,73,398,87,6,14,23
2263,<239,375,60,398,74,6,14,23
2264,mg/dL,437,647,469,661,6,14,31
2265,mg/dL,437,622,469,636,6,14,31
2266,IU/L,442,596,464,610,6,14,22
2267,IU/L,442,583,464,597,6,14,22
2268,IU/L,442,570,464,584,6,14,22
2269,IU/L,442,557,464,571,6,14,22
2270,IU/L,442,538,464,552,6,14,22
2271,mg/dL,437,519,469,533,6,14,31
2272,Pg/mL,436,492,470,506,6,14,33
2273,Pg/mL,436,479,470,493,6,14,33
2274,Pg/mL,436,466,470,480,6,14,33
2275,Pg/mL,436,453,470,467,6,14,33
2276,Pg/mL,436,440,470,454,6,14,33
2277,Pg/mL,436,427,470,441,6,14,33
2278,Pg/mL,436,414,470,428,6,14,33
2279,Pg/mL,436,401,470,415,6,14,33
2280,Pg/mL,436,387,470,402,6,14,33
2281,Pg/mL,436,374,470,388,6,14,33
2282,Pg/mL,436,361,470,375,6,14,33
2283,Pg/mL,436,348,470,362,6,14,33
2284,Pg/mL,436,335,470,349,6,14,33
2285,Pg/mL,436,322,470,336,6,14,33
2286,Pg/mL,436,309,470,323,6,14,33
2287,Pg/mL,436,296,470,310,6,14,33
2288,Pg/mL,436,283,470,297,6,14,33
2289,Pg/mL,436,269,470,284,6,14,33
2290,Pg/mL,436,256,470,270,6,14,33
2291,Pg/mL,436,243,470,257,6,14,33
2292,Pg/mL,436,230,470,244,6,14,33
2293,Pg/mL,436,217,470,231,6,14,33
2294,Pg/mL,436,204,470,218,6,14,33
2295,Pg/mL,436,191,470,205,6,14,33
2296,Pg/mL,436,178,470,192,6,14,33
2297,Pg/mL,436,165,470,179,6,14,33
2298,Pg/mL,436,151,470,166,6,14,33
2299,Pg/mL,436,138,470,152,6,14,33
2300,Pg/mL,436,125,470,139,6,14,33
2301,Pg/mL,436,112,470,126,6,14,33
2302,Pg/mL,436,99,470,113,6,14,33
2303,Pg/mL,436,86,470,100,6,14,33
2304,Pg/mL,436,73,470,87,6,14,33
2305,Pg/mL,436,60,470,74,6,14,33
2306,,57,724,179,737,6,13,122
2307,,179,724,229,737,6,13,50
2308,,229,724,303,737,6,13,73
2309,,303,724,355,737,6,13,52
2310,,355,724,418,737,6,13,62
2311,,418,724,486,737,6,13,67
2312,,57,711,179,724,6,13,122
2313,,179,711,303,724,6,13,124
2314,,303,711,418,724,6,13,114
2315,,418,711,486,724,6,13,67
2316,,57,698,179,711,6,13,122
2317,,179,698,303,711,6,13,124
2318,,303,698,418,711,6,13,114
2319,,418,698,486,711,6,13,67
2320,,57,673,179,698,6,24,122
2321,,179,673,303,698,6,24,124
2322,,179,673,303,698,6,24,124
2323,Optimal <100,208,679,273,693,6,14,65
2324,,303,673,418,698,6,24,114
2325,,303,673,418,698,6,24,114
2326,Optimal <100,328,679,394,693,6,14,65
2327,,418,673,486,698,6,24,67
2328,,57,660,179,673,6,13,122
2329,,179,660,303,673,6,13,124
2330,,418,660,486,673,6,13,67
2331,,57,635,179,660,6,24,122
2332,,179,635,303,660,6,24,124
2333,,303,635,418,660,6,24,114
2334,,303,635,418,660,6,24,114
2335,159,351,635,369,649,6,14,17
2336,,418,635,486,660,6,24,67
2337,,57,621,179,635,6,13,122
2338,,179,621,303,635,6,13,124
2339,,303,621,418,635,6,13,114
2340,,418,621,486,635,6,13,67
2341,,57,608,179,621,6,13,122
2342,,179,608,303,621,6,13,124
2343,,303,608,418,621,6,13,114
2344,,418,608,486,621,6,13,67
2345,,57,595,179,608,6,13,122
2346,,179,595,303,608,6,13,124
2347,,303,595,418,608,6,13,114
2348,,418,595,486,608,6,13,67
2349,,57,582,179,595,6,13,122
2350,,179,582,303,595,6,13,124
2351,,303,582,418,595,6,13,114
2352,,418,582,486,595,6,13,67
2353,,57,569,179,582,6,13,122
2354,,179,569,303,582,6,13,124
2355,,303,569,418,582,6,13,114
2356,,418,569,486,582,6,13,67
2357,,57,556,179,569,6,13,122
2358,,179,556,303,569,6,13,124
2359,,303,556,418,569,6,13,114
2360,,418,556,486,569,6,13,67
2361,,57,531,179,556,6,24,122
2362,,179,531,303,556,6,24,124
2363,,303,531,418,556,6,24,114
2364,,418,531,486,556,6,24,67
2365,,57,518,179,531,6,13,122
2366,,179,518,303,531,6,13,124
2367,,303,518,418,531,6,13,114
2368,,418,518,486,531,6,13,67
2369,,57,505,179,518,6,13,122
2370,,179,505,229,518,6,13,50
2371,,229,505,303,518,6,13,73
2372,,303,505,355,518,6,13,52
2373,,355,505,418,518,6,13,62
2374,,418,505,486,518,6,13,67
2375,,57,492,179,505,6,13,122
2376,,179,492,229,505,6,13,50
2377,,229,492,303,505,6,13,73
2378,,303,492,355,505,6,13,52
2379,,355,492,418,505,6,13,62
2380,,418,492,486,505,6,13,67
2381,,57,479,179,492,6,13,122
2382,,179,479,229,492,6,13,50
2383,,229,479,303,492,6,13,73
2384,,303,479,355,492,6,13,52
2385,,355,479,418,492,6,13,62
2386,,418,479,486,492,6,13,67
2387,,57,465,179,479,6,13,122
2388,,179,465,229,479,6,13,50
2389,,229,465,303,479,6,13,73
2390,,303,465,355,479,6,13,52
2391,,355,465,418,479,6,13,62
2392,,418,465,486,479,6,13,67
2393,,57,452,179,465,6,13,122
2394,,179,452,229,465,6,13,50
2395,,229,452,303,465,6,13,73
2396,,303,452,355,465,6,13,52
2397,,355,452,418,465,6,13,62
2398,,418,452,486,465,6,13,67
2399,,57,439,179,452,6,13,122
2400,,179,439,229,452,6,13,50
2401,,229,439,303,452,6,13,73
2402,,303,439,355,452,6,13,52
2403,,355,439,418,452,6,13,62
2404,,418,439,486,452,6,13,67
2405,,57,426,179,439,6,13,122
2406,,179,426,229,439,6,13,50
2407,,229,426,303,439,6,13,73
2408,,303,426,355,439,6,13,52
2409,,355,426,418,439,6,13,62
2410,,418,426,486,439,6,13,67
2411,,57,413,179,426,6,13,122
2412,,179,413,229,426,6,13,50
2413,,229,413,303,426,6,13,73
2414,,303,413,355,426,6,13,52
2415,,355,413,418,426,6,13,62
2416,,418,413,486,426,6,13,67
2417,,57,400,179,413,6,13,122
2418,,179,400,229,413,6,13,50
2419,,229,400,303,413,6,13,73
2420,,303,400,355,413,6,13,52
2421,,355,400,418,413,6,13,62
2422,,418,400,486,413,6,13,67
2423,,57,387,179,400,6,13,122
2424,,179,387,229,400,6,13,50
2425,,229,387,303,400,6,13,73
2426,,303,387,355,400,6,13,52
2427,,355,387,418,400,6,13,62
2428,,418,387,486,400,6,13,67
2429,,57,374,179,387,6,13,122
2430,,179,374,229,387,6,13,50
2431,,229,374,303,387,6,13,73
2432,,303,374,355,387,6,13,52
2433,,355,374,418,387,6,13,62
2434,,418,374,486,387,6,13,67
2435,,57,361,179,374,6,13,122
2436,,179,361,229,374,6,13,50
2437,,229,361,303,374,6,13,73
2438,,303,361,355,374,6,13,52
2439,,355,361,418,374,6,13,62
2440,,418,361,486,374,6,13,67
2441,,57,348,179,361,6,13,122
2442,,179,348,229,361,6,13,50
2443,,229,348,303,361,6,13,73
2444,,303,348,355,361,6,13,52
2445,,355,348,418,361,6,13,62
2446,,418,348,486,361,6,13,67
2447,,57,334,179,348,6,13,122
2448,,179,334,229,348,6,13,50
2449,,229,334,303,348,6,13,73
2450,,303,334,355,348,6,13,52
2451,,355,334,418,348,6,13,62
2452,,418,334,486,348,6,13,67
2453,,57,321,179,334,6,13,122
2454,,179,321,229,334,6,13,50
2455,,229,321,303,334,6,13,73
2456,,303,321,355,334,6,13,52
2457,,355,321,418,334,6,13,62
2458,,418,321,486,334,6,13,67
2459,,57,308,179,321,6,13,122
2460,,179,308,229,321,6,13,50
2461,,229,308,303,321,6,13,73
2462,,303,308,355,321,6,13,52
2463,,355,308,418,321,6,13,62
2464,,418,308,486,321,6,13,67
2465,,57,295,179,308,6,13,122
2466,,179,295,229,308,6,13,50
2467,,229,295,303,308,6,13,73
2468,,303,295,355,308,6,13,52
2469,,355,295,418,308,6,13,62
2470,,418,295,486,308,6,13,67
2471,,57,282,179,295,6,13,122
2472,,179,282,229,295,6,13,50
2473,,229,282,303,295,6,13,73
2474,,303,282,355,295,6,13,52
2475,,355,282,418,295,6,13,62
2476,,418,282,486,295,6,13,67
2477,,57,269,179,282,6,13,122
2478,,179,269,229,282,6,13,50
2479,,229,269,303,282,6,13,73
2480,,303,269,355,282,6,13,52
2481,,355,269,418,282,6,13,62
2482,,418,269,486,282,6,13,67
2483,,57,256,179,269,6,13,122
2484,,179,256,229,269,6,13,50
2485,,229,256,303,269,6,13,73
2486,,303,256,355,269,6,13,52
2487,,355,256,418,269,6,13,62
2488,,418,256,486,269,6,13,67
2489,,57,243,179,256,6,13,122
2490,,179,243,229,256,6,13,50
2491,,229,243,303,256,6,13,73
2492,,303,243,355,256,6,13,52
2493,,355,243,418,256,6,13,62
2494,,418,243,486,256,6,13,67
2495,,57,229,179,243,6,13,122
2496,,179,229,229,243,6,13,50
2497,,229,229,303,243,6,13,73
2498,,303,229,355,243,6,13,52
2499,,355,229,418,243,6,13,62
2500,,418,229,486,243,6,13,67
2501,,57,216,179,229,6,13,122
2502,,179,216,229,229,6,13,50
2503,,229,216,303,229,6,13,73
2504,,303,216,355,229,6,13,52
2505,,355,216,418,229,6,13,62
2506,,418,216,486,229,6,13,67
2507,,57,203,179,216,6,13,122
2508,,179,203,229,216,6,13,50
2509,,229,203,303,216,6,13,73
2510,,303,203,355,216,6,13,52
2511,,355,203,418,216,6,13,62
2512,,418,203,486,216,6,13,67
2513,,57,190,179,203,6,13,122
2514,,179,190,229,203,6,13,50
2515,,229,190,303,203,6,13,73
2516,,303,190,355,203,6,13,52
2517,,355,190,418,203,6,13,62
2518,,418,190,486,203,6,13,67
2519,,57,177,179,190,6,13,122
2520,,179,177,229,190,6,13,50
2521,,229,177,303,190,6,13,73
2522,,303,177,355,190,6,13,52
2523,,355,177,418,190,6,13,62
2524,,418,177,486,190,6,13,67
2525,,57,164,179,177,6,13,122
2526,,179,164,229,177,6,13,50
2527,,229,164,303,177,6,13,73
2528,,303,164,355,177,6,13,52
2529,,355,164,418,177,6,13,62
2530,,418,164,486,177,6,13,67
2531,,57,151,179,164,6,13,122
2532,,179,151,229,164,6,13,50
2533,,229,151,303,164,6,13,73
2534,,303,151,355,164,6,13,52
2535,,355,151,418,164,6,13,62
2536,,418,151,486,164,6,13,67
2537,,57,138,179,151,6,13,122
2538,,179,138,229,151,6,13,50
2539,,229,138,303,151,6,13,73
2540,,303,138,355,151,6,13,52
2541,,355,138,418,151,6,13,62
2542,,418,138,486,151,6,13,67
2543,,57,125,179,138,6,13,122
2544,,179,125,229,138,6,13,50
2545,,229,125,303,138,6,13,73
2546,,303,125,355,138,6,13,52
2547,,355,125,418,138,6,13,62
2548,,418,125,486,138,6,13,67
2549,,57,112,179,125,6,13,122
2550,,179,112,229,125,6,13,50
2551,,229,112,303,125,6,13,73
2552,,303,112,355,125,6,13,52
2553,,355,112,418,125,6,13,62
2554,,418,112,486,125,6,13,67
2555,,57,98,179,112,6,13,122
2556,,179,98,229,112,6,13,50
2557,,229,98,303,112,6,13,73
2558,,303,98,355,112,6,13,52
2559,,355,98,418,112,6,13,62
2560,,418,98,486,112,6,13,67
2561,,57,85,179,98,6,13,122
2562,,179,85,229,98,6,13,50
2563,,229,85,303,98,6,13,73
2564,,303,85,355,98,6,13,52
2565,,355,85,418,98,6,13,62
2566,,418,85,486,98,6,13,67
2567,,57,72,179,85,6,13,122
2568,,179,72,229,85,6,13,50
2569,,229,72,303,85,6,13,73
2570,,303,72,355,85,6,13,52
2571,,355,72,418,85,6,13,62
2572,,418,72,486,85,6,13,67
2573,,57,59,179,72,6,13,122
2574,,179,59,229,72,6,13,50
2575,,229,59,303,72,6,13,73
2576,,303,59,355,72,6,13,52
2577,,355,59,418,72,6,13,62
2578,,418,59,486,72,6,13,67
2579,,57,54,179,59,6,4,122
2580,,179,54,229,59,6,4,50
2581,,229,54,303,59,6,4,73
2582,,303,54,355,59,6,4,52
2583,,355,54,418,59,6,4,62
2584,,418,54,486,59,6,4,67
2585,Policies and Procedures - UCM System,54,778,244,794,7,15,190
2586,Page 6 of 8,503,778,558,794,7,15,54
2587,http://mayocontent.mayo.edu/dlmpaz/print/DOCMAN-0000116187,54,0,379,15,7,15,325
2588,6/13/2014,509,0,558,15,7,15,48
2589,,0,0,612,792,7,791,612
2590,10 - 20,223,581,259,596,7,14,35
2591,10 - 20,344,581,379,596,7,14,35
2592,18 - 36,223,450,256,464,7,14,32
2593,18 - 36,344,450,376,464,7,14,32
2594,OsmolalityParathyroidHormone(PTH)PhenytoinPhosphorusPotassiumPrealbuminProlactinProstateSpecificAntigen,57,334,168,738,7,404,110
2595,,57,724,63,738,7,13,5
2596,,57,711,63,725,7,13,5
2597,,57,698,63,712,7,13,5
2598,,57,685,63,699,7,13,5
2599,,57,672,63,686,7,13,5
2600,Osmolality,57,659,114,674,7,14,56
2601,Parathyroid Hormone,57,646,168,660,7,14,110
2602,(PTH),57,634,88,649,7,14,30
2603,Phenobarbital,57,621,130,636,7,14,73
2604,,57,608,63,622,7,13,5
2605,,57,595,63,609,7,13,5
2606,Phenytoin,57,581,111,596,7,14,53
2607,Phosphorus,57,568,122,583,7,14,64
2608,,57,555,63,570,7,14,5
2609,,57,542,63,557,7,14,5
2610,,57,529,63,544,7,14,5
2611,,57,516,63,531,7,14,5
2612,,57,503,63,518,7,14,5
2613,Potassium,57,490,114,504,7,14,56
2614,,57,477,63,491,7,14,5
2615,,57,463,63,478,7,14,5
2616,Prealbumin,57,450,118,465,7,14,60
2617,Prolactin,57,437,105,452,7,14,47
2618,Prostate Specific,57,424,146,439,7,14,88
2619,Antigen,57,412,102,427,7,14,44
2620,,57,399,63,413,7,13,5
2621,,57,386,63,400,7,13,5
2622,,57,373,63,387,7,13,5
2623,,57,360,63,374,7,13,5
2624,,57,347,63,361,7,13,5
2625,,57,334,63,348,7,13,5
2626,TotalProtein(Spinal,57,55,172,287,7,231,114
2627,Pseudocholinesterase,57,272,172,287,7,14,114
2628,Rheumatoid Factor,57,259,156,274,7,14,98
2629,Salicylate,57,246,109,261,7,14,51
2630,Sirolimus,57,233,108,248,7,14,50
2631,Sodium,57,220,99,234,7,14,41
2632,Tacrolimus(FK506),57,207,155,221,7,14,97
2633,Testosterone,57,193,126,208,7,14,68
2634,Thyroid Stimulating,57,180,160,195,7,14,102
2635,Hormone (TSH),57,169,137,183,7,14,80
2636,Thyroxine (T4),57,155,133,170,7,14,75
2637,"Thyroxine, Free",57,142,142,157,7,14,84
2638,Theophylline,57,129,125,144,7,14,67
2639,,57,116,63,131,7,14,5
2640,Total Protein,57,103,125,118,7,14,67
2641,,57,90,63,104,7,13,5
2642,,57,77,63,91,7,13,5
2643,Total Protein (Spinal,57,55,163,70,7,14,105
2644,79,198,724,213,738,7,14,14
2645,80,198,711,213,725,7,14,14
2646,81,198,698,213,712,7,14,14
2647,82,198,685,213,699,7,14,14
2648,≥83,195,672,215,686,7,14,20
2649,<125,253,724,277,738,7,14,23
2650,<128,253,711,277,725,7,14,23
2651,<131,253,698,277,712,7,14,23
2652,<135,253,685,277,699,7,14,23
2653,<138,253,672,277,686,7,14,23
2654,275 - 295,217,659,262,673,7,14,44
2655,15 - 65,223,640,258,654,7,14,35
2656,Age,195,621,216,635,7,14,21
2657,0 - 13,190,608,220,622,7,14,29
2658,>14,195,595,216,609,7,14,20
2659,Age,195,568,216,582,7,14,21
2660,1 - 4,193,555,217,569,7,14,23
2661,5 - 13,190,542,220,556,7,14,29
2662,14 - 15,188,529,223,543,7,14,35
2663,16 - 17,188,516,223,530,7,14,35
2664,>18,195,503,216,517,7,14,20
2665,Age,195,490,216,504,7,14,21
2666,1 - 15,190,477,220,491,7,14,29
2667,≥16,195,463,215,478,7,14,20
2668,>16,195,437,216,451,7,14,20
2669,Age,195,418,216,432,7,14,21
2670,0 - 39,190,399,220,413,7,14,29
2671,40 – 49,186,386,224,400,7,14,37
2672,50 – 59,186,373,224,387,7,14,37
2673,60 - 69,188,360,223,374,7,14,35
2674,70 – 79,186,347,224,361,7,14,37
2675,>80,195,334,216,348,7,14,20
2676,Normal,248,621,282,635,7,14,34
2677,15 - 30,249,608,281,622,7,14,32
2678,20 - 40,249,595,281,609,7,14,32
2679,Normal,248,568,282,582,7,14,34
2680,4.3 - 5.4,246,555,284,569,7,14,38
2681,3.7 - 5.4,246,542,284,556,7,14,38
2682,3.5 - 5.3,246,529,284,543,7,14,38
2683,3.1 - 4.7,246,516,284,530,7,14,38
2684,2.5 - 4.5,246,503,284,517,7,14,38
2685,Normal,248,490,282,504,7,14,34
2686,3.7 - 5.0,246,477,287,491,7,14,41
2687,3.6-5.2,249,464,284,478,7,14,35
2688,3 - 13,252,437,278,451,7,14,26
2689,Normal,248,418,285,432,7,14,36
2690,0 – 2.0,249,399,281,413,7,14,32
2691,0 – 2.5,249,386,281,400,7,14,32
2692,0 – 3.5,249,373,281,387,7,14,32
2693,0 – 4.5,249,360,281,374,7,14,32
2694,0 – 6.5,249,347,281,361,7,14,32
2695,0 – 7.2,249,334,281,348,7,14,32
2696,3100-6500,204,272,255,286,7,14,50
2697,0 - 39,216,259,246,273,7,14,29
2698,2 - 20,216,246,246,260,7,14,29
2699,0.3 - 5.0,210,174,251,189,7,14,41
2700,5.0 - 12.5,207,155,252,169,7,14,44
2701,0.6 - 1.6,210,142,249,156,7,14,38
2702,Age,220,103,241,117,7,14,21
2703,>1 year,212,90,247,104,7,14,35
2704,6.3 - 7.9,210,77,249,91,7,14,38
2705,14 - 45,213,59,248,73,7,14,35
2706,275 - 295,338,659,382,673,7,14,44
2707,15 - 65,344,640,379,654,7,14,35
2708,79,323,724,335,738,7,14,11
2709,80,323,711,335,725,7,14,11
2710,81,323,698,335,712,7,14,11
2711,82,323,685,335,699,7,14,11
2712,≥83,320,672,338,686,7,14,17
2713,Age,320,621,338,635,7,14,18
2714,0 - 13,316,608,343,622,7,14,26
2715,>14,320,595,338,609,7,14,17
2716,Age,320,568,338,582,7,14,18
2717,1 - 7,318,555,340,569,7,14,21
2718,8 - 13,316,542,343,556,7,14,26
2719,14 - 15,313,529,345,543,7,14,32
2720,16 - 17,313,516,345,530,7,14,32
2721,≥18,320,503,338,517,7,14,17
2722,Age,320,490,338,504,7,14,18
2723,1 - 15,316,477,343,491,7,14,26
2724,≥16,320,464,338,478,7,14,17
2725,>16,320,437,338,451,7,14,17
2726,Age,320,418,341,432,7,14,21
2727,<244,375,724,398,738,7,14,23
2728,<248,375,711,398,725,7,14,23
2729,<253,375,698,398,712,7,14,23
2730,<258,375,685,398,699,7,14,23
2731,<263,375,672,398,686,7,14,23
2732,Normal,369,621,403,635,7,14,34
2733,15 - 30,370,608,403,622,7,14,32
2734,20 - 40,370,595,403,609,7,14,32
2735,Normal,369,568,403,582,7,14,34
2736,4.3 - 5.4,367,555,406,569,7,14,38
